date,country,D,H,I,M,S
2021-10-26,Sweden,0,0,0,9,0
2021-10-26,Japan,25,0,0,96,0
2021-10-27,Afghanistan,2,0,0,35,0
2021-10-27,Sweden,0,0,0,9,0
2021-10-27,Japan,25,0,0,96,0
2021-10-28,Afghanistan,2,0,0,35,0
2021-10-28,Sweden,0,0,0,9,0
2021-10-28,Japan,25,0,0,96,0
2021-10-29,Afghanistan,2,0,0,35,0
2021-10-29,Sweden,0,0,0,9,0
2021-10-29,Japan,25,0,0,96,0
2021-10-30,Afghanistan,2,0,0,35,0
2021-10-30,Sweden,0,0,0,9,0
2021-10-30,Japan,25,0,0,96,0
2021-10-31,Afghanistan,2,0,0,35,0
2021-10-31,Sweden,0,0,0,9,0
2021-10-31,Japan,25,0,0,96,0
2021-11-01,Afghanistan,2,0,0,35,0
2021-11-01,Sweden,0,0,0,9,0
2021-11-01,Japan,25,0,0,96,0
2021-11-02,Afghanistan,2,0,0,35,0
2021-11-02,Sweden,0,0,0,9,0
2021-11-02,Japan,25,0,0,96,0
2021-11-03,Afghanistan,2,0,0,35,0
2021-11-03,Sweden,0,0,0,9,0
2021-11-03,Japan,25,0,0,96,0
2021-11-04,Afghanistan,2,0,0,35,0
2021-11-04,Sweden,0,0,0,9,0
2021-11-04,Japan,25,0,0,96,0
2021-11-05,Afghanistan,2,0,0,35,0
2021-11-05,Sweden,0,0,0,9,0
2021-11-05,Japan,25,0,0,96,0
2021-11-06,Afghanistan,2,0,0,35,0
2021-11-06,Sweden,0,0,0,9,0
2021-11-06,Japan,25,0,0,96,0
2021-11-07,Afghanistan,2,0,0,35,0
2021-11-07,Sweden,0,0,0,9,0
2021-11-07,Japan,25,0,0,96,0
2021-11-08,Afghanistan,2,0,0,35,0
2021-11-08,Sweden,0,0,0,9,0
2021-11-08,Japan,25,0,0,96,0
2021-11-09,Afghanistan,2,0,0,35,0
2021-11-09,Sweden,0,0,0,9,0
2021-11-09,Japan,25,0,0,96,0
2021-11-10,Afghanistan,2,0,0,35,0
2021-11-10,Sweden,0,0,0,9,0
2021-11-10,Japan,25,0,0,96,0
2021-11-11,Afghanistan,2,0,0,35,0
2021-11-11,Sweden,0,0,0,9,0
2021-11-11,Japan,25,0,0,96,0
2021-11-12,Afghanistan,2,0,0,35,0
2021-11-12,Sweden,0,0,0,9,0
2021-11-12,Japan,25,0,0,96,0
2021-11-13,Afghanistan,2,0,0,35,0
2021-11-13,Sweden,0,0,0,9,0
2021-11-13,Japan,25,0,0,96,0
2021-11-14,Afghanistan,2,0,0,35,0
2021-11-14,Sweden,0,0,0,9,0
2021-11-14,Japan,25,0,0,96,0
2021-11-15,Afghanistan,2,0,0,35,0
2021-11-15,Sweden,0,0,0,9,0
2021-11-15,Japan,25,0,0,96,0
2021-11-16,Afghanistan,2,0,0,35,0
2021-11-16,Sweden,0,0,0,9,0
2021-11-16,Japan,25,0,0,96,0
2021-11-17,Afghanistan,2,0,0,35,0
2021-11-17,Sweden,0,0,0,9,0
2021-11-17,Japan,25,0,0,96,0
2021-11-18,Afghanistan,2,0,0,35,0
2021-11-18,Sweden,0,0,0,9,0
2021-11-18,Japan,25,0,0,96,0
2021-11-19,Afghanistan,2,0,0,35,0
2021-11-19,Sweden,0,0,0,9,0
2021-11-19,Japan,25,0,0,96,0
2021-11-20,Afghanistan,2,0,0,35,0
2021-11-20,Sweden,0,0,0,9,0
2021-11-20,Japan,25,0,0,96,0
2021-11-21,Afghanistan,2,0,0,35,0
2021-11-21,Sweden,0,0,0,9,0
2021-11-21,Japan,25,0,0,96,0
2021-11-22,Afghanistan,2,0,0,35,0
2021-11-22,Sweden,0,0,0,9,0
2021-11-22,Japan,25,0,0,96,0
2021-11-23,Afghanistan,2,0,0,35,0
2021-11-23,Sweden,0,0,0,9,0
2021-11-23,Japan,25,0,0,96,0
2021-11-24,Afghanistan,2,0,0,35,0
2021-11-24,Sweden,0,0,0,9,0
2021-11-24,Japan,25,0,0,96,0
2021-11-25,Afghanistan,2,0,0,35,0
2021-11-25,Sweden,0,0,0,9,0
2021-11-25,Japan,25,0,0,96,0
2021-11-26,Afghanistan,2,0,0,35,0
2021-11-26,Sweden,0,0,0,9,0
2021-11-26,Japan,25,0,0,96,0
2021-11-27,Afghanistan,2,0,0,35,0
2021-11-27,Sweden,0,0,0,9,0
2021-11-27,Japan,25,0,0,96,0
2021-11-28,Afghanistan,2,0,0,35,0
2021-11-28,Sweden,0,0,0,9,0
2021-11-28,Japan,25,0,0,96,0
2021-11-29,Afghanistan,2,0,0,35,0
2021-11-29,Sweden,0,0,0,9,0
2021-11-29,Japan,25,0,0,96,0
2021-11-30,Afghanistan,2,0,0,35,0
2021-11-30,Sweden,0,0,0,9,0
2021-11-30,Japan,25,0,0,96,0
2021-12-01,Afghanistan,2,0,0,35,0
2021-12-01,Sweden,0,0,0,9,0
2021-12-01,Japan,25,0,0,96,0
2021-12-02,Afghanistan,2,0,0,35,0
2021-12-02,Sweden,0,0,0,9,0
2021-12-02,Japan,25,0,0,96,0
2021-12-03,Afghanistan,2,0,0,35,0
2021-12-03,Sweden,0,0,0,9,0
2021-12-03,Japan,25,0,0,96,0
2021-12-04,Afghanistan,2,0,0,35,0
2021-12-04,Sweden,0,0,0,9,0
2021-12-04,Japan,25,0,0,96,0
2021-12-05,Afghanistan,2,0,0,35,0
2021-12-05,Sweden,0,0,0,9,0
2021-12-05,Japan,25,0,0,96,0
2021-12-06,Afghanistan,2,0,0,35,0
2021-12-06,Sweden,0,0,0,9,0
2021-12-06,Japan,25,0,0,96,0
2021-12-07,Afghanistan,2,0,0,35,0
2021-12-07,Sweden,0,0,0,9,0
2021-12-07,Japan,25,5,0,91,0
2021-12-08,Afghanistan,2,0,0,35,0
2021-12-08,Sweden,0,1,0,8,0
2021-12-08,Japan,25,7,1,88,0
2021-12-09,Afghanistan,2,1,0,34,0
2021-12-09,Sweden,0,2,0,7,0
2021-12-09,Japan,25,7,3,86,0
2021-12-10,Afghanistan,2,3,0,32,0
2021-12-10,Sweden,0,3,0,6,0
2021-12-10,Japan,25,7,6,83,0
2021-12-11,Afghanistan,2,3,0,32,0
2021-12-11,Sweden,0,2,1,6,0
2021-12-11,Japan,25,4,9,83,0
2021-12-12,Afghanistan,2,4,0,31,0
2021-12-12,Sweden,0,1,2,6,0
2021-12-12,Japan,25,5,10,81,0
2021-12-13,Afghanistan,2,4,1,30,0
2021-12-13,Sweden,0,0,3,6,0
2021-12-13,Japan,25,7,8,80,1
2021-12-14,Afghanistan,2,2,3,30,0
2021-12-14,Sweden,0,0,3,6,0
2021-12-14,Japan,25,5,8,80,3
2021-12-15,Afghanistan,2,2,3,30,0
2021-12-15,Sweden,0,0,2,6,1
2021-12-15,Japan,25,4,7,81,4
2021-12-16,Afghanistan,2,3,3,29,0
2021-12-16,Sweden,0,0,1,7,1
2021-12-16,Japan,25,5,5,81,5
2021-12-17,Afghanistan,2,3,2,30,0
2021-12-17,Sweden,0,0,0,7,2
2021-12-17,Japan,25,4,7,80,5
2021-12-18,Afghanistan,2,3,0,31,1
2021-12-18,Sweden,0,0,0,7,2
2021-12-18,Japan,25,5,4,81,6
2021-12-19,Afghanistan,2,2,1,31,1
2021-12-19,Sweden,0,0,0,7,2
2021-12-19,Japan,25,6,3,79,8
2021-12-20,Afghanistan,2,2,1,31,1
2021-12-20,Sweden,0,0,0,7,2
2021-12-20,Japan,25,4,5,79,8
2021-12-21,Afghanistan,2,3,1,30,1
2021-12-21,Sweden,0,1,0,6,2
2021-12-21,Japan,25,7,3,76,10
2021-12-22,Afghanistan,2,5,1,28,1
2021-12-22,Sweden,0,0,1,6,2
2021-12-22,Japan,25,10,4,72,10
2021-12-23,Afghanistan,2,7,0,26,2
2021-12-23,Sweden,0,1,1,5,2
2021-12-23,Japan,25,14,4,68,10
2021-12-24,Afghanistan,2,8,1,24,2
2021-12-24,Sweden,0,0,2,5,2
2021-12-24,Japan,25,14,6,65,11
2021-12-25,Afghanistan,2,7,2,24,2
2021-12-25,Sweden,0,0,2,5,2
2021-12-25,Japan,25,23,7,55,11
2021-12-26,Afghanistan,2,5,5,23,2
2021-12-26,Sweden,0,1,1,5,2
2021-12-26,Japan,25,15,15,55,11
2021-12-27,Afghanistan,2,5,6,22,2
2021-12-27,Sweden,0,0,2,5,2
2021-12-27,Japan,25,10,20,56,10
2021-12-28,Afghanistan,2,5,5,23,2
2021-12-28,Sweden,0,0,1,6,2
2021-12-28,Japan,26,10,19,56,10
2021-12-29,Afghanistan,2,7,5,21,2
2021-12-29,Sweden,0,0,1,7,1
2021-12-29,Japan,26,8,22,56,9
2021-12-30,Afghanistan,2,3,6,23,3
2021-12-30,Sweden,0,0,1,7,1
2021-12-30,Japan,26,6,17,61,11
2021-12-31,Afghanistan,2,3,7,22,3
2021-12-31,Sweden,1,1,0,7,0
2021-12-31,Japan,26,5,14,64,12
2022-01-01,Afghanistan,2,3,7,23,2
2022-01-01,Sweden,1,1,0,7,0
2022-01-01,Japan,26,4,12,68,11
2022-01-02,Afghanistan,2,2,7,23,3
2022-01-02,Sweden,1,1,0,7,0
2022-01-02,Japan,26,4,9,70,12
2022-01-03,Afghanistan,2,3,3,24,5
2022-01-03,Sweden,1,1,0,7,0
2022-01-03,Japan,26,4,5,73,13
2022-01-04,Afghanistan,2,3,1,25,6
2022-01-04,Sweden,1,1,0,7,0
2022-01-04,Japan,26,9,3,72,11
2022-01-05,Afghanistan,2,5,1,23,6
2022-01-05,Sweden,1,1,0,7,0
2022-01-05,Japan,26,7,5,71,12
2022-01-06,Afghanistan,2,5,0,24,6
2022-01-06,Sweden,1,0,1,7,0
2022-01-06,Japan,26,8,5,69,13
2022-01-07,Afghanistan,2,3,2,24,6
2022-01-07,Sweden,1,0,1,7,0
2022-01-07,Japan,26,12,8,63,12
2022-01-08,Afghanistan,2,2,3,24,6
2022-01-08,Sweden,1,0,1,7,0
2022-01-08,Japan,26,14,9,60,12
2022-01-09,Afghanistan,2,5,3,21,6
2022-01-09,Sweden,1,0,1,7,0
2022-01-09,Japan,26,11,11,60,13
2022-01-10,Afghanistan,2,7,3,19,6
2022-01-10,Sweden,1,0,0,8,0
2022-01-10,Japan,26,9,13,59,14
2022-01-11,Afghanistan,2,4,4,20,7
2022-01-11,Sweden,1,0,0,8,0
2022-01-11,Japan,27,10,11,60,13
2022-01-12,Afghanistan,2,5,3,19,8
2022-01-12,Sweden,1,1,0,7,0
2022-01-12,Japan,27,8,11,61,14
2022-01-13,Afghanistan,2,5,3,20,7
2022-01-13,Sweden,1,1,0,7,0
2022-01-13,Japan,27,8,7,64,15
2022-01-14,Afghanistan,2,5,4,19,7
2022-01-14,Sweden,1,2,0,6,0
2022-01-14,Japan,27,7,7,65,15
2022-01-15,Afghanistan,2,5,2,20,8
2022-01-15,Sweden,1,2,0,6,0
2022-01-15,Japan,27,6,8,65,15
2022-01-16,Afghanistan,2,4,4,20,7
2022-01-16,Sweden,1,2,0,6,0
2022-01-16,Japan,27,6,7,68,13
2022-01-17,Afghanistan,3,4,4,21,5
2022-01-17,Sweden,1,2,0,6,0
2022-01-17,Japan,27,5,7,70,12
2022-01-18,Afghanistan,3,2,5,22,5
2022-01-18,Sweden,1,1,1,6,0
2022-01-18,Japan,27,4,5,71,14
2022-01-19,Afghanistan,3,2,4,22,6
2022-01-19,Sweden,1,0,2,6,0
2022-01-19,Japan,27,5,3,72,14
2022-01-20,Afghanistan,3,3,2,22,7
2022-01-20,Sweden,1,0,2,6,0
2022-01-20,Japan,28,5,2,73,13
2022-01-21,Afghanistan,3,3,2,22,7
2022-01-21,Sweden,1,0,2,6,0
2022-01-21,Japan,28,5,1,73,14
2022-01-22,Afghanistan,3,2,1,22,9
2022-01-22,Sweden,1,0,1,7,0
2022-01-22,Japan,28,4,1,74,14
2022-01-23,Afghanistan,3,2,1,22,9
2022-01-23,Sweden,1,0,0,7,1
2022-01-23,Japan,28,3,2,75,13
2022-01-24,Afghanistan,3,3,1,21,9
2022-01-24,Sweden,1,0,0,7,1
2022-01-24,Japan,28,4,2,75,12
2022-01-25,Afghanistan,3,2,2,22,8
2022-01-25,Sweden,1,0,0,7,1
2022-01-25,Japan,28,3,3,76,11
2022-01-26,Afghanistan,3,2,1,24,7
2022-01-26,Sweden,1,0,0,7,1
2022-01-26,Japan,28,1,4,77,11
2022-01-27,Afghanistan,3,1,2,24,7
2022-01-27,Sweden,1,0,0,7,1
2022-01-27,Japan,29,1,3,81,7
2022-01-28,Afghanistan,3,0,3,24,7
2022-01-28,Sweden,1,0,0,7,1
2022-01-28,Japan,29,0,4,82,6
2022-01-29,Afghanistan,3,0,2,26,6
2022-01-29,Sweden,1,0,0,7,1
2022-01-29,Japan,29,0,3,82,7
2022-01-30,Afghanistan,3,0,2,26,6
2022-01-30,Sweden,1,0,0,7,1
2022-01-30,Japan,30,0,1,83,7
2022-01-31,Afghanistan,3,0,1,26,7
2022-01-31,Sweden,1,0,0,7,1
2022-01-31,Japan,30,0,1,83,7
2022-02-01,Afghanistan,3,0,0,27,7
2022-02-01,Sweden,1,0,0,7,1
2022-02-01,Japan,30,0,0,85,6
2022-02-02,Afghanistan,3,0,0,28,6
2022-02-02,Sweden,1,0,0,7,1
2022-02-02,Japan,31,0,0,85,5
2022-02-03,Afghanistan,3,0,0,30,4
2022-02-03,Sweden,1,0,0,7,1
2022-02-03,Japan,31,0,0,85,5
2022-02-04,Afghanistan,3,1,0,29,4
2022-02-04,Sweden,1,0,0,7,1
2022-02-04,Japan,31,1,0,85,4
2022-02-05,Afghanistan,3,1,0,31,2
2022-02-05,Sweden,1,0,0,7,1
2022-02-05,Japan,31,1,0,85,4
2022-02-06,Afghanistan,3,1,0,31,2
2022-02-06,Sweden,1,0,0,8,0
2022-02-06,Japan,31,1,0,85,4
2022-02-07,Afghanistan,3,1,0,31,2
2022-02-07,Sweden,1,0,0,8,0
2022-02-07,Japan,31,1,0,85,4
2022-02-08,Afghanistan,3,1,0,31,2
2022-02-08,Sweden,1,0,0,8,0
2022-02-08,Japan,31,1,0,85,4
2022-02-09,Afghanistan,3,1,0,31,2
2022-02-09,Sweden,1,0,0,8,0
2022-02-09,Japan,31,0,1,86,3
2022-02-10,Afghanistan,3,1,0,31,2
2022-02-10,Sweden,1,0,0,8,0
2022-02-10,Japan,31,0,1,86,3
2022-02-11,Afghanistan,3,1,0,31,2
2022-02-11,Sweden,1,0,0,8,0
2022-02-11,Japan,31,0,1,86,3
2022-02-12,Afghanistan,3,1,0,31,2
2022-02-12,Sweden,1,0,0,8,0
2022-02-12,Japan,31,0,1,87,2
2022-02-13,Afghanistan,3,1,0,31,2
2022-02-13,Sweden,1,0,0,8,0
2022-02-13,Japan,31,0,0,88,2
2022-02-14,Afghanistan,3,1,0,32,1
2022-02-14,Sweden,1,0,0,8,0
2022-02-14,Japan,31,0,0,88,2
2022-02-15,Afghanistan,3,1,0,33,0
2022-02-15,Sweden,1,0,0,8,0
2022-02-15,Japan,31,0,0,89,1
2022-02-16,Afghanistan,3,1,0,33,0
2022-02-16,Sweden,1,0,0,8,0
2022-02-16,Japan,31,0,0,89,1
2022-02-17,Afghanistan,3,1,0,33,0
2022-02-17,Sweden,1,0,0,8,0
2022-02-17,Japan,31,0,0,89,1
2022-02-18,Afghanistan,3,1,0,33,0
2022-02-18,Sweden,1,0,0,8,0
2022-02-18,Japan,31,0,0,89,1
2022-02-19,Afghanistan,3,1,0,33,0
2022-02-19,Sweden,1,0,0,8,0
2022-02-19,Japan,31,0,0,89,1
2022-02-20,Afghanistan,3,1,0,33,0
2022-02-20,Sweden,1,0,0,8,0
2022-02-20,Japan,31,0,0,89,1
2022-02-21,Afghanistan,3,1,0,33,0
2022-02-21,Sweden,1,0,0,8,0
2022-02-21,Japan,31,0,0,89,1
2022-02-22,Afghanistan,3,1,0,33,0
2022-02-22,Sweden,1,0,0,8,0
2022-02-22,Japan,31,0,0,89,1
2022-02-23,Afghanistan,3,1,0,33,0
2022-02-23,Sweden,1,0,0,8,0
2022-02-23,Japan,31,0,0,89,1
2022-02-24,Afghanistan,3,1,0,33,0
2022-02-24,Sweden,1,0,0,8,0
2022-02-24,Japan,31,0,0,89,1
2022-02-25,Afghanistan,3,1,0,33,0
2022-02-25,Sweden,1,0,0,8,0
2022-02-25,Japan,31,0,0,89,1
2022-02-26,Afghanistan,3,1,0,33,0
2022-02-26,Sweden,1,0,0,8,0
2022-02-26,Japan,31,0,0,89,1
2022-02-27,Afghanistan,3,1,0,33,0
2022-02-27,Sweden,1,0,0,8,0
2022-02-27,Japan,31,0,0,90,0
2022-02-28,Afghanistan,3,1,0,33,0
2022-02-28,Sweden,1,0,0,8,0
2022-02-28,Japan,31,0,0,90,0
2022-03-01,Afghanistan,3,1,0,33,0
2022-03-01,Sweden,1,0,0,8,0
2022-03-01,Japan,31,0,0,90,0
2022-03-02,Afghanistan,3,1,0,33,0
2022-03-02,Sweden,1,0,0,8,0
2022-03-02,Japan,31,0,0,90,0
2022-03-03,Afghanistan,3,1,0,33,0
2022-03-03,Sweden,1,0,0,8,0
2022-03-03,Japan,31,0,0,90,0
2022-03-04,Afghanistan,3,1,0,33,0
2022-03-04,Sweden,1,0,0,8,0
2022-03-04,Japan,31,0,0,90,0
2022-03-05,Afghanistan,3,1,0,33,0
2022-03-05,Sweden,1,0,0,8,0
2022-03-05,Japan,31,0,0,90,0
2022-03-06,Afghanistan,3,1,0,33,0
2022-03-06,Sweden,1,0,0,8,0
2022-03-06,Japan,31,0,0,90,0
2022-03-07,Afghanistan,3,1,0,33,0
2022-03-07,Sweden,1,0,0,8,0
2022-03-07,Japan,31,0,0,90,0
2022-03-08,Afghanistan,3,1,0,33,0
2022-03-08,Sweden,1,0,0,8,0
2022-03-08,Japan,31,0,0,90,0
2022-03-09,Afghanistan,3,1,0,33,0
2022-03-09,Sweden,1,0,0,8,0
2022-03-09,Japan,31,0,0,90,0
2022-03-10,Afghanistan,3,1,0,33,0
2022-03-10,Sweden,1,0,0,8,0
2022-03-10,Japan,31,0,0,90,0
2022-03-11,Afghanistan,3,1,0,33,0
2022-03-11,Sweden,1,0,0,8,0
2022-03-11,Japan,31,0,0,90,0
2022-03-12,Afghanistan,3,1,0,33,0
2022-03-12,Sweden,1,0,0,8,0
2022-03-12,Japan,31,0,0,90,0
2022-03-13,Afghanistan,3,1,0,33,0
2022-03-13,Sweden,1,0,0,8,0
2022-03-13,Japan,31,0,0,90,0
2022-03-14,Afghanistan,3,1,0,33,0
2022-03-14,Sweden,1,0,0,8,0
2022-03-14,Japan,31,0,0,90,0
2022-03-15,Afghanistan,3,1,0,33,0
2022-03-15,Sweden,1,0,0,8,0
2022-03-15,Japan,31,0,0,90,0
2022-03-16,Afghanistan,3,1,0,33,0
2022-03-16,Sweden,1,0,0,8,0
2022-03-16,Japan,31,0,0,90,0
2022-03-17,Afghanistan,3,1,0,33,0
2022-03-17,Sweden,1,0,0,8,0
2022-03-17,Japan,31,0,0,90,0
2022-03-18,Afghanistan,3,1,0,33,0
2022-03-18,Sweden,1,0,0,8,0
2022-03-18,Japan,31,0,0,90,0
2022-03-19,Afghanistan,3,1,0,33,0
2022-03-19,Sweden,1,0,0,8,0
2022-03-19,Japan,31,0,0,90,0
2022-03-20,Afghanistan,3,1,0,33,0
2022-03-20,Sweden,1,0,0,8,0
2022-03-20,Japan,31,0,0,90,0
2022-03-21,Afghanistan,3,1,0,33,0
2022-03-21,Sweden,1,0,0,8,0
2022-03-21,Japan,31,0,0,90,0
2022-03-22,Afghanistan,3,1,0,33,0
2022-03-22,Sweden,1,0,0,8,0
2022-03-22,Japan,31,0,0,90,0
2022-03-23,Afghanistan,3,1,0,33,0
2022-03-23,Sweden,1,0,0,8,0
2022-03-23,Japan,31,0,0,90,0
2022-03-24,Afghanistan,3,1,0,33,0
2022-03-24,Sweden,1,0,0,8,0
2022-03-24,Japan,31,0,0,90,0
2022-03-25,Afghanistan,3,1,0,33,0
2022-03-25,Sweden,1,0,0,8,0
2022-03-25,Japan,31,0,0,90,0
2022-03-26,Afghanistan,3,1,0,33,0
2022-03-26,Sweden,1,0,0,8,0
2022-03-26,Japan,31,0,0,90,0
2022-03-27,Afghanistan,3,1,0,33,0
2022-03-27,Sweden,1,0,0,8,0
2022-03-27,Japan,31,0,0,90,0
2022-03-28,Afghanistan,3,1,0,33,0
2022-03-28,Sweden,1,0,0,8,0
2022-03-28,Japan,31,0,0,90,0
2022-03-29,Afghanistan,3,1,0,33,0
2022-03-29,Sweden,1,0,0,8,0
2022-03-29,Japan,31,0,0,90,0
2022-03-30,Afghanistan,3,1,0,33,0
2022-03-30,Sweden,1,0,0,8,0
2022-03-30,Japan,31,0,0,90,0
2022-03-31,Afghanistan,3,1,0,33,0
2022-03-31,Sweden,1,0,0,8,0
2022-03-31,Japan,31,0,0,90,0
2022-04-01,Afghanistan,3,1,0,33,0
2022-04-01,Sweden,1,0,0,8,0
2022-04-01,Japan,31,0,0,90,0
2022-04-02,Afghanistan,3,1,0,33,0
2022-04-02,Sweden,1,0,0,8,0
2022-04-02,Japan,31,0,0,90,0
2022-04-03,Afghanistan,3,1,0,33,0
2022-04-03,Sweden,1,0,0,8,0
2022-04-03,Japan,31,0,0,90,0
2022-04-04,Afghanistan,3,1,0,33,0
2022-04-04,Sweden,1,0,0,8,0
2022-04-04,Japan,31,0,0,90,0
2022-04-05,Afghanistan,3,1,0,33,0
2022-04-05,Sweden,1,0,0,8,0
2022-04-05,Japan,31,0,0,90,0
2022-04-06,Afghanistan,3,1,0,33,0
2022-04-06,Sweden,1,0,0,8,0
2022-04-06,Japan,31,0,0,90,0
2022-04-07,Afghanistan,3,1,0,33,0
2022-04-07,Sweden,1,0,0,8,0
2022-04-07,Japan,31,0,0,90,0
2022-04-08,Afghanistan,3,1,0,33,0
2022-04-08,Sweden,1,0,0,8,0
2022-04-08,Japan,31,0,0,90,0
2022-04-09,Afghanistan,3,1,0,33,0
2022-04-09,Sweden,1,0,0,8,0
2022-04-09,Japan,31,0,0,90,0
2022-04-10,Afghanistan,3,0,1,33,0
2022-04-10,Sweden,1,0,0,8,0
2022-04-10,Japan,31,0,0,90,0
2022-04-11,Afghanistan,3,0,1,33,0
2022-04-11,Sweden,1,0,0,8,0
2022-04-11,Japan,31,1,0,89,0
2022-04-12,Afghanistan,3,0,1,33,0
2022-04-12,Sweden,1,0,0,8,0
2022-04-12,Japan,31,2,0,88,0
2022-04-13,Afghanistan,3,0,1,33,0
2022-04-13,Sweden,1,0,0,8,0
2022-04-13,Japan,31,3,0,87,0
2022-04-14,Afghanistan,3,0,0,33,1
2022-04-14,Sweden,1,0,0,8,0
2022-04-14,Japan,31,3,2,85,0
2022-04-15,Afghanistan,3,0,0,33,1
2022-04-15,Sweden,1,1,0,7,0
2022-04-15,Japan,31,4,2,84,0
2022-04-16,Afghanistan,3,1,0,32,1
2022-04-16,Sweden,1,1,0,7,0
2022-04-16,Japan,31,3,3,84,0
2022-04-17,Afghanistan,3,2,0,31,1
2022-04-17,Sweden,1,1,0,7,0
2022-04-17,Japan,31,4,4,82,0
2022-04-18,Afghanistan,3,1,1,31,1
2022-04-18,Sweden,1,0,1,7,0
2022-04-18,Japan,31,2,4,84,0
2022-04-19,Afghanistan,3,1,1,31,1
2022-04-19,Sweden,1,0,1,7,0
2022-04-19,Japan,31,2,4,84,0
2022-04-20,Afghanistan,3,1,1,31,1
2022-04-20,Sweden,1,0,1,7,0
2022-04-20,Japan,31,1,4,85,0
2022-04-21,Afghanistan,3,0,2,31,1
2022-04-21,Sweden,1,0,1,7,0
2022-04-21,Japan,31,1,3,86,0
2022-04-22,Afghanistan,3,0,1,31,2
2022-04-22,Sweden,1,0,0,7,1
2022-04-22,Japan,31,2,1,85,2
2022-04-23,Afghanistan,3,0,1,31,2
2022-04-23,Sweden,1,0,0,7,1
2022-04-23,Japan,31,2,2,84,2
2022-04-24,Afghanistan,3,0,1,31,2
2022-04-24,Sweden,1,0,0,7,1
2022-04-24,Japan,31,2,1,85,2
2022-04-25,Afghanistan,3,0,0,31,3
2022-04-25,Sweden,1,1,0,6,1
2022-04-25,Japan,31,1,3,84,2
2022-04-26,Afghanistan,3,0,0,31,3
2022-04-26,Sweden,1,1,0,6,1
2022-04-26,Japan,31,3,3,82,2
2022-04-27,Afghanistan,3,1,0,30,3
2022-04-27,Sweden,1,2,0,5,1
2022-04-27,Japan,31,5,3,80,2
2022-04-28,Afghanistan,3,2,0,30,2
2022-04-28,Sweden,1,2,1,4,1
2022-04-28,Japan,31,5,5,78,2
2022-04-29,Afghanistan,3,4,0,28,2
2022-04-29,Sweden,1,1,2,4,1
2022-04-29,Japan,31,11,4,73,2
2022-04-30,Afghanistan,3,3,2,27,2
2022-04-30,Sweden,1,2,2,3,1
2022-04-30,Japan,31,14,6,68,2
